Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain),Usia_Clean,Age_Group,Region,Price_Segment,Kategori_encoded,Region_encoded,Sub1_encoded,Sub2_encoded,Cluster
33.0,Ngawi,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
26.0,Palembang,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
25.0,Brebes,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,25.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
33.0,pangkalpinang,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
29.0,Balikpapan,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Kalimantan Timur,Budget (≤30k),0,5,7,3,0
22.0,Belitung ,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,22.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
25.0,Makassar ,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,25.0,Dewasa Muda (18-25),Sulawesi,Budget (≤30k),0,8,7,3,0
27.0,Tarakan,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,27.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
40.0,Cimahi,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
29.0,Jeneponto,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
34.0,Temanggung,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Jawa Tengah,Budget (≤30k),0,3,7,3,0
27.0,Muara badak kaltim,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,27.0,Dewasa (26-35),Kalimantan Timur,Budget (≤30k),0,5,7,3,0
37.0,Magelang,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,37.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),0,3,7,3,0
38.0,Samarinda,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Kalimantan Timur,Budget (≤30k),0,5,7,3,0
38.0,Sragen,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
40.0,Kota Dumai,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
32.0,Banyumas,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,32.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
19.0,Banggai,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,19.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Samarinda,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Kalimantan Timur,Budget (≤30k),0,5,7,3,0
22.0,Sinjai,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,22.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
37.0,Boyolali,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,37.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
18.0,Sinjai,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,18.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
31.0,Kebumen,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Ngawi ,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
46.0,Boyolali,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,46.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),0,6,7,3,0
27.0,Bekasi,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,27.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
29.0,Sorong,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
43.0,Karawang,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
40.0,Muara Enim Sumatera Selatan,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
41.0,Semarang,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,41.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),0,3,7,3,0
34.0,Jakarta,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
34.0,Balikpapan,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Kalimantan Timur,Budget (≤30k),0,5,7,3,0
22.0,Sumedang Jawa Barat,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,22.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
40.0,Magelang Jawa Tengah,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),0,3,7,3,0
39.0,Tuban Jawa Timur,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
25.0,Bone Sulsel,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,25.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
43.0,Pekanbaru,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
26.0,Pangkep,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Gresik ,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
36.0,Bandung,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,36.0,Dewasa Menengah (36-45),Jawa Barat,Budget (≤30k),0,2,7,3,0
25.0,Ponorogo,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,25.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
43.0,Bogor,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
44.0,Bantul,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,44.0,Dewasa Menengah (36-45),DIY,Budget (≤30k),0,0,7,3,0
29.0,Karawang,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
38.0,Indramayu,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
31.0,Kebumen,Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
24.0,Duri,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,24.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
33.0,Duri,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
61.0,Duri,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,61.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),0,6,7,3,0
22.0,Duri,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,22.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
28.0,Duri,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,28.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
21.0,Belitung,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,21.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
43.0,Duri,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
27.0,Morowali,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,27.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
30.0,Cepu Blora,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
30.0,Bekasi,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
43.0,Kebumen,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
43.0,Bantul,Mengawal Perkembangan AUD & Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),DIY,Budget (≤30k),0,0,7,3,0
41.0,Klaten,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",41.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),1,6,6,5,0
21.0,Balikpapan Kaltim,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Kalimantan Timur,Standard (31-65k),1,5,6,5,0
27.0,Bogor,Menulis Artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),1,1,6,5,0
42.0,Klaten,Menulis Artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),1,6,6,5,0
38.0,Samarinda,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",38.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),1,5,6,5,0
41.0,Metro Lampung,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",41.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),1,6,6,5,0
22.0,Yogyakarta,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),DIY,Standard (31-65k),1,0,6,5,0
23.0,Sukoharjo,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",23.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),1,3,6,5,0
25.0,Yogyakarta,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),DIY,Standard (31-65k),1,0,6,5,0
42.0,Palopo,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),1,6,6,5,0
45.0,Yogyakarta,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",45.0,Dewasa Menengah (36-45),DIY,Standard (31-65k),1,0,6,5,0
16.0,Bandung,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",16.0,Remaja (13-17),Jawa Barat,Standard (31-65k),1,2,6,5,0
44.0,Solo Jateng,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",44.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),1,6,6,5,0
29.0,Semarang,Menulis artikel #2,65,Bahasa,Keterampilan Menulis,Literasi,Buku,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),1,3,6,5,0
23.0,Ambon,Merajut,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",23.0,Dewasa Muda (18-25),Maluku,Standard (31-65k),4,7,5,1,1
22.0,Ambon,Merajut,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Maluku,Standard (31-65k),4,7,5,1,1
21.0,Kebumen,Merajut,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,5,1,1
17.0,Cilacap,Merajut,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",17.0,Remaja (13-17),Jawa Tengah,Standard (31-65k),4,3,5,1,1
24.0,Jakarta,Merajut ,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),4,1,5,1,1
37.0,Kebumen,Merajut#4,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,5,1,1
21.0,Semarang,Merajut#5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),4,3,5,1,1
29.0,Sengkang sulsel,Merajut#5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,5,1,1
27.0,Sukabumi,Merajut#5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,5,1,1
35.0,Jatim,Merajut#5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,5,1,1
37.0,Jatim,Merajut#5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,5,1,1
44.0,Bengkulu,Mie ayam & donatz,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
46.0,Salatiga,Mie ayam yummy,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,46.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
36.0,Bantul,Mie ayam yummy & bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),DIY,Standard (31-65k),5,0,8,1,1
30.0,Bontang,Mie ayam yummy & bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
37.0,Indramayu Jabar,Mie ayam yummy & bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
33.0,Tasikmalaya,Mie ayam yummy & bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
25.0,Sleman,"Mie ayam yummy & bacimay, brownies & donatz, pizza super molor & pizza mania ceria",65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
28.0,Kabupaten Bangka Selatan,Mie ayam yummy & black forest cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
23.0,Tangerang,Mie ayam yummy & donatz,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,23.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),5,1,8,1,1
26.0,Jambi,Mie ayam yummy & pizza mania ceria,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
31.0,Malang,Mie ayam yummy & rempeyek crunchy,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,31.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),5,4,8,1,1
46.0,Samarinda,Mie ayam yummy & rempeyek crunchy,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,46.0,Dewasa Tua (>45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
40.0,Kalimantan Tengah,"Mie ayam, bacimay, donatz, brownies, rempeyek, black forest",65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
27.0,Palopo,Mie Viral,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
45.0,Ambon,MiKi #2,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
44.0,Yogya,Miki #2,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),DIY,Standard (31-65k),5,0,8,1,1
60.0,Tangerang,Miki #2,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,60.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
27.0,Banyumas,MiKi Modul #2,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
26.0,Barito Utara,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
48.0,Cimahi,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Sentul City,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
48.0,Bengkulu,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
43.0,Tangerang,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
38.0,Sulsel,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Banyuwangi,Minuman kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Bengkulu,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
40.0,Bekasi,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
42.0,Bojo Kendal,Minuman Kekinian,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Samarinda,Minuman Kekinian & Digital Lettering,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
34.0,Balikpapan,Minuman Kekinian & Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,,Anak/Tidak Diketahui,Kalimantan Timur,Standard (31-65k),5,5,8,1,1
8.0,Pangkalpinang,Ol pizza mania,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,8.0,Anak (≤12),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Ambon,Paket B : Roll Cake & Marmer Cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
27.0,Boyolali,Paket Desain Basic + desain Lanjutan,90,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Premium (66-100k),4,6,4,1,2
34.0,Samarinda,Paket desain basic + desain lanjutan,90,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",34.0,Dewasa (26-35),Kalimantan Timur,Premium (66-100k),4,5,4,1,1
27.0,Pontianak ,Paket Desain basic + lanjutan,90,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Premium (66-100k),4,6,4,1,2
44.0,Sopeng,Paket desain basic lanjutan,90,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",44.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),4,6,4,1,1
24.0,Bandung,Paket desain basic lanjutan,90,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Jawa Barat,Premium (66-100k),4,2,4,1,1
