Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain),Usia_Clean,Age_Group,Region,Price_Segment,Kategori_encoded,Region_encoded,Sub1_encoded,Sub2_encoded,Cluster
27.0,Kutai Timur,Desain BA.PRO,65,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,Financial,27.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,1,1
38.0,Pangkalan bun,Desain BA.PRO,65,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,Financial,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,1,1
34.0,Nunukan,Desain BA.PRO,65,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,Financial,,Anak/Tidak Diketahui,Lainnya,Standard (31-65k),4,6,4,1,1
42.0,Bogor,Desain basic,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),4,1,4,2,1
26.0,Pemalang,Desain basic,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",26.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),4,4,4,2,1
18.0,Samarinda,Desain Basic,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",18.0,Dewasa Muda (18-25),Kalimantan Timur,Standard (31-65k),4,5,4,2,1
39.0,Situbondo,Desain basic,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
42.0,Karanganyar,Desain basic,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),4,3,4,2,1
26.0,Palu,Desain basic #16,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",26.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
35.0,Pare-pare Sulsel,Desain dasar + lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
11.0,Pangkalpinang,Desain dasar + lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",11.0,Anak (≤12),Lainnya,Standard (31-65k),4,6,4,2,1
25.0,Medan,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
27.0,Banggai,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
31.0,Malang,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),4,4,4,2,1
39.0,Situbondo,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
19.0,Semarang,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",19.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),4,3,4,2,1
29.0,Pringsewu,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
29.0,Bogor,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,2,1
49.0,Bogor,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",49.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),4,1,4,2,1
43.0,Mataram,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",43.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
29.0,Bandung,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jawa Barat,Standard (31-65k),4,2,4,2,1
28.0,Kutai Timur,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",28.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
20.0,Banyumas,Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
43.0,Jakarta,Desain lanjutan #16,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",43.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),4,1,4,2,1
25.0,Kalimantan Timur ,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
19.0,Pekanbaru,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",19.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
24.0,Kuningan,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Jawa Barat,Standard (31-65k),4,2,4,2,1
21.0,Semarang,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),4,3,4,2,1
25.0,Jambi,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
35.0,Jatim,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
29.0,Jember,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),4,4,4,2,1
42.0,Tangerang,Desain PRIVAT #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),4,1,4,2,1
24.0,Oku timur,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
28.0,Sidoarjo,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",28.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),4,4,4,2,1
19.0,Purbalingga,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",19.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),4,3,4,2,1
18.0,Trenggalek,Desain privat #14,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",18.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
27.0,Kutai Timur,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
30.0,Cilacap,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",30.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),4,3,4,2,1
42.0,Soppeng,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
27.0,Samarinda,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Kalimantan Timur,Standard (31-65k),4,5,4,2,1
23.0,Lombok Timur,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",23.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
33.0,Purbalingga,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",33.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),4,3,4,2,1
44.0,Kalbar,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",44.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
30.0,Sukoharjo,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",30.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),4,3,4,2,1
39.0,Lampung,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
41.0,Lombok Tengah,Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",41.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
32.0,Kulonprogo,Desain program dasar & lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",32.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
20.0,Boyolali,Desain sabiya cetak,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
24.0,Banyumas,Desain undangan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
19.0,Trenggalek,Desain undangan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",19.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
27.0,Karanganyar,Desain undangan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),4,3,4,2,1
40.0,Bekasi,Desain undangan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),4,1,4,2,1
42.0,Surabaya,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jawa Timur,Standard (31-65k),5,4,8,1,1
36.0,Jatim,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
46.0,Depok,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,46.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
39.0,Situbondo,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
36.0,Lombok,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
26.0,Balikpapan,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
29.0,Poso,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
47.0,Sengkang,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
50.0,Balikpapan,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,50.0,Dewasa Tua (>45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
32.0,Torobulu Konsel,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Kendari,Dessert,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Sulawesi,Standard (31-65k),5,8,8,1,1
37.0,Samarinda,Dessert & Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
35.0,Palembang,Dessert & brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
30.0,Kalsel,Dessert & dekorasi cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
39.0,Indramayu,Dessert & Kuker,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
40.0,Pekanbaru,Dessert & Kuker,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
28.0,Palembang,Dessert Anti Sereeet,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Kudus ,Dessert anti seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
46.0,Jakarta,Dessert anti seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,46.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
40.0,Jakarta Selatan,Dessert Anti Seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
26.0,Cikarang Barat,Dessert anti seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
44.0,Lampung,Dessert anti seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
31.0,Perawang Siak,Dessert Anti Seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,31.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
40.0,Bekasi,Dessert anti seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
21.0,Parigi Sulteng,Dessert anti seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
49.0,Bekasi,Dessert anti seret,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,49.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
38.0,Ambon,Dessert anti seret & rempeyek,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
40.0,Pemalang,Dessert anti seret + ayam bakar,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Jawa Timur,Standard (31-65k),5,4,8,1,1
47.0,Cimahi,Dessert anti seret dan Pizza Mania Ceria,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Temanggung,Dessert dan brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
11.0,Kendari,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",11.0,Anak (≤12),Sulawesi,Standard (31-65k),4,8,4,2,1
42.0,Bogor,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),4,1,4,2,1
39.0,Semarang,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),4,3,4,2,1
48.0,Bogor,Digital lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",48.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),4,1,4,2,1
23.0,Cirebon,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",23.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
36.0,Jambi,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",36.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
21.0,Batam,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
31.0,Makassar,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Sulawesi,Standard (31-65k),4,8,4,2,1
35.0,Bandung,Digital lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Jawa Barat,Standard (31-65k),4,2,4,2,1
40.0,Solo,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
21.0,Surakarta,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
31.0,Bekasi,Digital lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,2,1
42.0,Bekasi,Digital lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),4,1,4,2,1
14.0,Jakarta,Digital lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",14.0,Remaja (13-17),Jabodetabek,Standard (31-65k),4,1,4,2,1
34.0,Bogor,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",34.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,2,1
22.0,Sragen,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
20.0,Samarinda,Digital lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Kalimantan Timur,Standard (31-65k),4,5,4,2,1
12.0,Jaksel,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",12.0,Anak (≤12),Lainnya,Standard (31-65k),4,6,4,2,1
37.0,Situbondo,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
13.0,Bekasi,Digital Lettering,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",13.0,Remaja (13-17),Jabodetabek,Standard (31-65k),4,1,4,2,1
33.0,Tangsel,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
44.0,Ambon,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
22.0,Sultra Kendari,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,22.0,Dewasa Muda (18-25),Sulawesi,Standard (31-65k),5,8,8,1,1
29.0,Kendari,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Sulawesi,Standard (31-65k),5,8,8,1,1
30.0,Cilacap,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),5,3,8,1,1
26.0,Pekanbaru,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
32.0,Cilacap,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),5,3,8,1,1
34.0,Lombok,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,,Anak/Tidak Diketahui,Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Jaktim,Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
49.0,Jerman,Donatz & bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,49.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
48.0,Batam,Donatz & Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
43.0,Tangerang,Donatz & rempeyek,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
14.0,Malang,Drawing Advance,65,Hobi,Motorik Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,14.0,Remaja (13-17),Jawa Timur,Standard (31-65k),4,4,9,3,1
12.0,Sangatta,Drawing basic (privat) & coloring class (privat),65,Hobi,Motorik Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,12.0,Anak (≤12),Lainnya,Standard (31-65k),4,6,9,3,1
12.0,Bojonggede,Drawing basic (privat) + Coloring class (privat),65,Hobi,Motorik Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,12.0,Anak (≤12),Lainnya,Standard (31-65k),4,6,9,3,1
45.0,Solo,Drawing basic (privat) + coloring class (privat),65,Hobi,Motorik Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,45.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,9,3,1
48.0,Ambon,Drawing Class Junior ,65,Hobi,Motorik Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,48.0,Dewasa Tua (>45),Maluku,Standard (31-65k),4,7,9,3,1
18.0,Yogyakarta ,Drawing Class Junior & Drawing Class Level Advance ,65,Hobi,Motorik Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,18.0,Dewasa Muda (18-25),DIY,Standard (31-65k),4,0,9,3,1
27.0,Tabalong,Drawing Class Level Advance,65,Hobi,Keterampilan Manual,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,5,2,1
15.0,Medan,Drawing Class Level Advance,65,Hobi,Keterampilan Manual,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",15.0,Remaja (13-17),Lainnya,Standard (31-65k),4,6,5,2,1
