Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain)
31,Taliwang KSB-NTB,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Samarinda,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
36,Bogor,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Samarinda,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
46,Boyolai,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
48,Majalengka,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
43,Manado,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
41,Bekasi,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
32,Sulsel,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
41,Bone Sulsel,Perkalian,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
37,Sinjai,Perkalian ,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
42,Klaten,Perkalian ,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
37,Malang,Perkalian ,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
32,Serang Banten ,Perkalian ,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Bogor,Perkalian ,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Jakarta,Perkalian & Pecahan SD,35,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
26,Kalteng,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Sleman,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
29,Jakarta,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Situbondo,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
31,Semarang,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
31,Bekasi,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Jakarta,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Sengkang,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Batam,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
36,Lampung,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Pangkalpinang,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
41,Jakarta,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
23,DIY,Pizza,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Semarang,Pizza ,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
25,Pomalaa,Pizza + Jahit Lanjutan,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Blitar,Pizza + pempek dos,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Ambon,Pizza class#2,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Malang,Pizza Mania Ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Sidoarjo,Pizza Mania Ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Jakarta Timur,Pizza Mania Ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Lampung selatan,Pizza mania ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
36,Sulawesi utara,Pizza mania ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Ngawi jawa timur,Pizza mania ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
31,Sumenep,Pizza mania ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Semarang,Pizza mania ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Jaktim,Pizza mania ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
25,Pekanbaru,Pizza mania ceria,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Purwakarta,Pizza mania ceria ,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Purbalingga,Pizza mania ceria & bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
34,Palembang,Pizza mania ceria & rempeyek,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
21,Parigi Sulteng,Pizza super molor,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
19,Jambi,Pizza super molor,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Sangatta Kaltim,Pizza super molor,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Manado,Pizza super molor,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
27,Majalengka,Pizza super molor & mie ayam yummy,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
36,Toli-toli sulawesi tengah,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
32,Makassar,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
44,Tuban,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Sidoarjo,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
53,Sidoarjo,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Bekasi,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Tangerang banten,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
46,Tangerang,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
43,Bengkulu,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
48,Perum Borneo,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Jatinangor,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
22,Ciamis,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
46,Samarinda,Pizza super molor + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
40,Bali,Pizza super molor + marmer cake,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Bogor,Pizza super molor + martabak kari,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Jakarta,Pizza super molor + martabak kari,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Samarinda,Pizza super molor + martabak kari,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
20,Cilacap,Pizza super molor + martabak kari + roll cake + bread class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
26,Balikpapan,Pizza super molor + pempek dos,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Ambon,Pizza super molor + pempek dos,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
0,Tangerang,Pizza super molor + pempek dos,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Sukoharjo,Pizza super molor + pempek dos,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
45,Pontianak,Pizza super molor + pempek dos,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Sulawesi Selatan,Pizza super molor + roll cake,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,Poso Sulteng,Pizza super molor + roll cake,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Bantul,Pizza super molor + roll cake,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
36,Tangerang,pizza super molor + roll cake + bread class + marmer cake,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
38,Sumedang,Pizza Super Molor dan Bread Class,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Bengkulu,"Pizza, brownies, bolu",50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
19,Purbalingga ,Pramembaca  & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
25,Tangerang,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Sorowako,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
19,Pekanbaru,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
30,Denpasar,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
29,Subang,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
49,Semarang,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Muna Sulawes Tenggara,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Kutim,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
31,DIY,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
37,Kaltim,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
37,Bontang,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
25,Purwokerto,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
32,Ngawi Jatim,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
26,Tanjung Balai,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
24,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
31,Sintang,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
26,Depok,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
44,Sampit,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
22,Temanggung,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
36,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
40,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
32,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
20,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Gorontalo,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
21,Belitung,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Muara Badak,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
42,Bandung,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
21,Maluku,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Riau,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
37,Wonosobo,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Wonosobo ,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Duri,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
19,Wonosobo,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Wonosobo,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
39,Temanggung,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
36,Denpasar ,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
44,Bekasi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
29,Gresik,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
32,Banyumas,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
47,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Cikarang,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Cikarang,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Balikpapan,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
26,Muara Badak,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
34,Pomalaa,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Samarinda,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Sangatta,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
35,Sangatta,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Sangatta,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Sangatta,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Sangatta,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Kalsel,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
27,Kalimantan,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
22,Sorowako ,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
50,Boyolali ,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
38,Koba,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
4,Muara Badak,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
23,Kaltim Samarinda,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
21,Kalimantan Timur,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
33,Makassar,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
26,Cilacap,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
25,Ngawi,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
22,Kebumen,Pramembaca & Pramenulis ,25,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting
